year,state,district,R_votes,D_votes,other_votes,total_votes,T_votes
1996,NY,28,88279,136424,17841.0,5981.0,-218722.0
1996,NY,29,82737,120777,28015.0,3929.0,-199585.0
1996,NY,30,69341,137557,28166.0,5070.0,-201828.0
1996,NY,31,91208,98244,30268.0,3578.0,-185874.0
1996,NC,1,53582,105563,8229.0,,
1996,NC,2,111155,90623,12500.0,,
1996,NC,3,100123,75200,12393.0,,
1996,NC,4,130642,141051,14401.0,,
1996,NC,5,107237,87100,15376.0,,
1996,NC,6,133262,75904,18412.0,,
1996,NC,7,79082,71377,11917.0,,
1996,NC,8,91672,80296,14607.0,,
1996,NC,9,129088,89400,13880.0,,
1996,NC,10,136253,70751,17874.0,,
1996,NC,11,106513,97073,20681.0,,
1996,NC,12,47329,123511,7789.0,,
1996,ND,AL,125050,106905,32515.0,1941.0,-230014.0
1996,OH,1,96103,110166,12842.0,,
1996,OH,2,153627,90571,19894.0,,
1996,OH,3,95003,115168,18194.0,,
1996,OH,4,118298,88758,28248.0,,
1996,OH,5,108255,102862,32365.0,,
1996,OH,6,101991,106479,28942.0,,
1996,OH,7,115393,100509,25373.0,,
1996,OH,8,125577,89331,26111.0,,
1996,OH,9,76613,125971,22960.0,,
1996,OH,10,83055,117878,26952.0,,
1996,OH,11,28938,155895,9553.0,,
1996,OH,12,114405,118228,16426.0,,
1996,OH,13,98349,116720,35527.0,,
1996,OH,14,76083,121635,30312.0,,
1996,OH,15,114183,105947,17324.0,,
1996,OH,16,98786,100293,33255.0,,
1996,OH,17,67705,142121,31494.0,,
1996,OH,18,86305,112851,36143.0,,
1996,OH,19,102099,126926,31362.0,,
1996,OK,1,115997,79518,19087.0,,
1996,OK,2,81558,97284,25928.0,,
1996,OK,3,77287,92007,24580.0,,
1996,OK,4,92011,75291,20376.0,,
1996,OK,5,128792,68222,20668.0,,
1996,OK,6,86670,75783,20149.0,,
1996,OR,1,112152,145540,21304.0,14310.0,-243382.0
1996,OR,2,130408,103116,30093.0,10362.0,-223162.0
1996,OR,3,72124,147056,18553.0,17884.0,-201296.0
1996,OR,4,108780,122392,26826.0,15087.0,-216085.0
1996,OR,5,114691,131527,24442.0,11103.0,-235115.0
1996,PA,1,21845,148850,7519.0,,
1996,PA,2,20675,173723,5981.0,,
1996,PA,3,51781,114680,18878.0,2870.0,-163591.0
1996,PA,4,96511,107017,23375.0,,
1996,PA,5,91619,80003,25687.0,,
1996,PA,6,89695,83779,25139.0,,
1996,PA,7,112429,116654,23647.0,4338.0,-224745.0
1996,PA,8,99458,107500,25570.0,4771.0,-202187.0
1996,PA,9,102847,70206,21239.0,,
1996,PA,10,91629,95712,24303.0,,
1996,PA,11,76969,97393,25597.0,,
1996,PA,12,81122,93532,25755.0,,
1996,PA,13,106461,125364,19922.0,4179.0,-227646.0
1996,PA,14,70466,126704,15417.0,3690.0,-193480.0
1996,PA,15,85736,96380,22125.0,3130.0,-178986.0
1996,PA,16,114164,80476,18010.0,,
1996,PA,17,116473,81205,17997.0,,
1996,PA,18,89580,119943,19689.0,,
1996,PA,19,112221,81319,18972.0,,
1996,PA,20,85040,109299,23652.0,,
1996,PA,21,87448,106080,22510.0,,
1996,RI,1,48964,114858,20287.0,4304.0,-159518.0
1996,RI,2,55719,118192,23436.0,4370.0,-169541.0
1996,SC,1,107221,74150,11491.0,,
1996,SC,2,117261,90871,10827.0,,
1996,SC,3,100390,71755,13220.0,,
1996,SC,4,111699,74208,11496.0,,
1996,SC,5,83273,82203,11827.0,,
1996,SC,6,53614,113096,5525.0,,
1996,SD,AL,150543,139333,31250.0,2700.0,-287176.0
1996,TN,1,107668,73681,14532.0,,
1996,TN,2,117248,95810,12522.0,,
1996,TN,3,93799,92780,13284.0,,
1996,TN,4,90135,92106,14816.0,,
1996,TN,5,82053,116987,9727.0,,
1996,TN,6,112827,107821,15375.0,,
1996,TN,7,122177,92802,10965.0,,
1996,TN,8,85856,98925,10835.0,,
1996,TN,9,51767,138234,3862.0,,
1996,TX,1,94433,91721,17237.0,,
1996,TX,2,89817,90379,19136.0,,
1996,TX,3,133044,72217,17778.0,,
1996,TX,4,117895,73873,18693.0,,
1996,TX,5,77002,78249,13355.0,,
1996,TX,6,144773,78617,17483.0,,
1996,TX,7,145637,61834,10338.0,,
1996,TX,8,155593,62641,14892.0,,
1996,TX,9,89942,97268,14144.0,,
1996,TX,10,93219,126855,13453.0,,
1996,TX,11,88429,74063,14671.0,,
1996,TX,12,79299,80709,14187.0,,
1996,TX,13,92815,69149,14030.0,,
1996,TX,14,100319,84317,15696.0,,
1996,TX,15,49595,86707,7093.0,,
1996,TX,16,40983,80475,5902.0,,
1996,TX,17,98804,76057,19182.0,,
1996,TX,18,37280,116059,5515.0,,
1996,TX,19,133397,51996,12323.0,,
1996,TX,20,48488,82892,7285.0,,
1996,TX,21,174072,81940,18474.0,,
1996,TX,22,119341,79683,12213.0,,
1996,TX,23,73282,83965,9372.0,,
1996,TX,24,59125,80626,10681.0,,
1996,TX,25,70344,81482,8331.0,,
1996,TX,26,153691,73675,17802.0,,
1996,TX,27,57533,87511,8094.0,,
1996,TX,28,47338,93147,8211.0,,
1996,TX,29,35809,65794,6331.0,,
1996,TX,30,34820,95715,6527.0,,
1996,UT,1,129273,64104,22893.0,4548.0,-188829.0
1996,UT,2,111166,96037,22143.0,6619.0,-200584.0
1996,UT,3,121472,61492,21425.0,4456.0,-178508.0
1996,VT,AL,80352,137894,31024.0,9179.0,-209067.0
1996,VA,1,125080,95853,17435.0,2505.0,-218428.0
1996,VA,2,77943,71683,11905.0,972.0,-148654.0
1996,VA,3,36099,117357,7643.0,1787.0,-151669.0
1996,VA,4,103368,101686,15879.0,2229.0,-202825.0
1996,VA,5,104325,93040,16914.0,3844.0,-193521.0
1996,VA,6,108757,87883,16116.0,3471.0,-193169.0
1996,VA,7,155466,93025,16607.0,2207.0,-246284.0
1996,VA,8,95839,130177,9439.0,2224.0,-223792.0
1996,VA,9,85531,91469,20603.0,3103.0,-173897.0
1996,VA,10,140684,99510,16476.0,2912.0,-237282.0
1996,VA,11,105258,109377,10844.0,2117.0,-212518.0
1996,WA,1,103002,140182,21352.0,10527.0,-232657.0
1996,WA,2,103901,123729,27177.0,11055.0,-216575.0
1996,WA,3,97985,124864,24407.0,9895.0,-212954.0
1996,WA,4,101963,84157,20516.0,4868.0,-181252.0
1996,WA,5,102384,104052,25250.0,6826.0,-199610.0
1996,WA,6,87961,122342,23830.0,8968.0,-201335.0
1996,WA,7,53437,182671,13671.0,23267.0,-212841.0
1996,WA,8,112463,130472,23994.0,8593.0,-234342.0
1996,WA,9,77616,110854,20806.0,6466.0,-182004.0
1996,WV,1,83306,107835,28900.0,1137.0,-190004.0
1996,WV,2,88930,108503,23238.0,1188.0,-196245.0
1996,WV,3,61710,111474,19501.0,737.0,-172447.0
1996,WI,1,88599,117308,25957.0,4353.0,-201554.0
1996,WI,2,88072,146819,21682.0,12743.0,-222148.0
1996,WI,3,82678,120717,33325.0,5274.0,-198121.0
1996,WI,4,94003,115466,21373.0,5032.0,-204437.0
1996,WI,5,58560,126179,10182.0,5603.0,-179136.0
1996,WI,6,99650,108004,28459.0,4280.0,-203374.0
1996,WI,7,86374,119984,34328.0,5257.0,-201101.0
1996,WI,8,105131,116073,28567.0,3862.0,-217342.0
1996,WI,9,141961,101420,23437.0,5477.0,-237904.0
1996,WY,AL,105388,77934,25928.0,2321.0,-181001.0
2000,AL,1,140793,88315,4866.0,233974.0,4866.0
2000,AL,2,145607,82223,3598.0,231428.0,3598.0
2000,AL,3,126342,91871,4245.0,222458.0,4245.0
2000,AL,4,137853,90502,4318.0,232673.0,4318.0
2000,AL,5,139343,108333,5714.0,253390.0,5714.0
2000,AL,6,196302,81027,6826.0,284155.0,6826.0
2000,AL,7,54932,150339,1893.0,207164.0,1893.0
2000,AK,AL,167398,79004,39158.0,285560.0,39158.0
2000,AZ,1,127057,108920,10957.0,246934.0,10957.0
2000,AZ,2,43017,78169,5770.0,126956.0,5770.0
2000,AZ,3,177572,126950,13099.0,317621.0,13099.0
2000,AZ,4,121685,101960,9240.0,232885.0,9240.0
2000,AZ,5,143178,135963,14549.0,293690.0,14549.0
2000,AZ,6,169143,133379,11158.0,313680.0,11158.0
2000,AR,1,96009,102644,4828.0,203481.0,4828.0
2000,AR,2,116075,112720,6817.0,235612.0,6817.0
2000,AR,3,160001,100297,9087.0,269385.0,9087.0
2000,AR,4,100855,107107,5341.0,213303.0,5341.0
2000,CA,1,101630,124039,22391.0,248060.0,22391.0
2000,CA,2,155841,89859,17661.0,263361.0,17661.0
2000,CA,3,122587,104639,12620.0,239846.0,12620.0
2000,CA,4,189521,120519,16184.0,326224.0,16184.0
2000,CA,5,81592,126007,13142.0,220741.0,13142.0
2000,CA,6,88144,181497,23384.0,293025.0,23384.0
2000,CA,7,57930,148302,9658.0,215890.0,9658.0
2000,CA,8,36122,190112,21595.0,247829.0,21595.0
2000,CA,9,27154,177840,21220.0,226214.0,21220.0
2000,CA,10,141285,161773,12087.0,315145.0,12087.0
2000,CA,11,106466,99901,7934.0,214301.0,7934.0
2000,CA,12,63534,156672,12385.0,232591.0,12385.0
2000,CA,13,57042,127994,7870.0,192906.0,7870.0
2000,CA,14,77773,150035,13531.0,241339.0,13531.0
2000,CA,15,92230,138407,13594.0,244231.0,13594.0
2000,CA,16,53502,108515,6986.0,169003.0,6986.0
2000,CA,17,70750,127791,15968.0,214509.0,15968.0
2000,CA,18,97175,81179,6363.0,184717.0,6363.0
2000,CA,19,132193,87661,9660.0,229514.0,9660.0
2000,CA,20,60989,63592,3503.0,128084.0,3503.0
2000,CA,21,129401,67577,6529.0,203507.0,6529.0
2000,CA,22,126180,115221,17206.0,258607.0,17206.0
2000,CA,23,107859,110746,11303.0,229908.0,11303.0
2000,CA,24,94235,144778,10820.0,249833.0,10820.0
2000,CA,25,120463,104593,9120.0,234176.0,9120.0
2000,CA,26,32004,88710,5394.0,126108.0,5394.0
2000,CA,27,92278,118944,11540.0,222762.0,11540.0
2000,CA,28,101698,106203,8874.0,216775.0,8874.0
2000,CA,29,56705,183361,14282.0,254348.0,14282.0
2000,CA,30,20626,80011,6046.0,106683.0,6046.0
2000,CA,31,34389,86956,4176.0,125521.0,4176.0
2000,CA,32,22852,146706,6389.0,175947.0,6389.0
2000,CA,33,11402,63370,1990.0,76762.0,1990.0
2000,CA,34,46974,107003,5013.0,158990.0,5013.0
2000,CA,35,14605,104812,2663.0,122080.0,2663.0
2000,CA,36,110507,126440,12562.0,249509.0,12562.0
2000,CA,37,17777,99748,2871.0,120396.0,2871.0
2000,CA,38,70439,109436,9113.0,188988.0,9113.0
2000,CA,39,114680,93977,8267.0,216924.0,8267.0
2000,CA,40,116349,81703,9665.0,207717.0,9665.0
2000,CA,41,95093,88174,6227.0,189494.0,6227.0
2000,CA,42,62058,89955,5940.0,157953.0,5940.0
2000,CA,43,111212,94293,7999.0,213504.0,7999.0
2000,CA,44,106011,100754,7929.0,214694.0,7929.0
2000,CA,45,128175,91915,10551.0,230641.0,10551.0
2000,CA,46,50505,64569,4267.0,119341.0,4267.0
2000,CA,47,165909,112136,10650.0,288695.0,10650.0
2000,CA,48,169514,100148,11142.0,280804.0,11142.0
2000,CA,49,97785,123997,13878.0,235660.0,13878.0
2000,CA,50,53898,85408,5523.0,144829.0,5523.0
2000,CA,51,156855,115219,12145.0,284219.0,12145.0
2000,CA,52,115402,87365,9370.0,212137.0,9370.0
2000,CO,1,70219,134384,15548.0,220151.0,15548.0
2000,CO,2,126025,144391,28530.0,298946.0,28530.0
2000,CO,3,166037,121025,24081.0,311143.0,24081.0
2000,CO,4,167264,111632,18591.0,297487.0,18591.0
2000,CO,5,213207,107851,15888.0,336946.0,15888.0
2000,CO,6,141001,118946,15559.0,275506.0,15559.0
2000,CT,1,77423,148858,12634.0,238915.0,12634.0
2000,CT,2,92844,137128,17310.0,247282.0,17310.0
2000,CT,3,82344,146540,14959.0,243843.0,14959.0
2000,CT,4,94079,125843,9715.0,229637.0,9715.0
2000,CT,5,107360,123207,12869.0,243436.0,12869.0
2000,CT,6,107044,134439,14875.0,256358.0,14875.0
2000,DE,AL,137288,180068,10266.0,327622.0,10266.0
2000,DC,AL,18073,171923,11898.0,201894.0,11898.0
2000,FL,1,190045,83681,6607.0,280333.0,6607.0
2000,FL,2,129884,127360,6161.0,263405.0,6161.0
2000,FL,3,68252,101900,2719.0,172871.0,2719.0
2000,FL,4,193015,108502,6490.0,308007.0,6490.0
2000,FL,5,136812,147973,10914.0,295699.0,10914.0
2000,FL,6,175421,113876,6625.0,295922.0,6625.0
2000,FL,7,141119,132634,5820.0,279573.0,5820.0
2000,FL,8,126117,121937,5065.0,253119.0,5065.0
2000,FL,9,165956,142098,8918.0,316972.0,8918.0
2000,FL,10,107504,129502,8318.0,245324.0,8318.0
2000,FL,11,92335,110055,6194.0,208584.0,6194.0
2000,FL,12,127693,98718,4509.0,230920.0,4509.0
2000,FL,13,160229,137596,8929.0,306754.0,8929.0
2000,FL,14,188735,121686,7437.0,317858.0,7437.0
2000,FL,15,165529,136685,7899.0,310113.0,7899.0
2000,FL,16,146350,155368,6835.0,308553.0,6835.0
2000,FL,17,21890,122462,1057.0,145409.0,1057.0
2000,FL,18,110807,68121,2348.0,181276.0,2348.0
2000,FL,19,97222,225276,6195.0,328693.0,6195.0
2000,FL,20,105032,184297,5452.0,294781.0,5452.0
2000,FL,21,126991,74304,2022.0,203317.0,2022.0
2000,FL,22,94355,140127,5267.0,239749.0,5267.0
2000,FL,23,29936,119258,2327.0,151521.0,2327.0
2000,GA,1,114287,84105,1426.0,199818.0,1426.0
2000,GA,2,97856,82125,1213.0,181194.0,1213.0
2000,GA,3,139314,103434,4502.0,247250.0,4502.0
2000,GA,4,67409,157339,5456.0,230204.0,5456.0
2000,GA,5,44435,142016,1579.0,188030.0,1579.0
2000,GA,6,236597,115465,8385.0,360447.0,8385.0
2000,GA,7,137731,87656,4531.0,229918.0,4531.0
2000,GA,8,115823,86027,2153.0,204003.0,2153.0
2000,GA,9,178785,72703,5377.0,256865.0,5377.0
2000,GA,10,115657,93898,2056.0,211611.0,2056.0
2000,GA,11,171826,91462,8793.0,272081.0,8793.0
2000,HI,1,67784,95596,9840.0,173220.0,9840.0
2000,HI,2,70743,109646,14888.0,195277.0,14888.0
2000,ID,1,182498,77926,14442.0,274866.0,14442.0
2000,ID,2,154439,60711,11599.0,226749.0,11599.0
2000,IL,1,24357,194559,3700.0,222616.0,3700.0
2000,IL,2,22954,189472,2328.0,214754.0,2328.0
2000,IL,3,87792,117597,6778.0,212167.0,6778.0
2000,IL,4,22377,95459,5107.0,122943.0,5107.0
2000,IL,5,68824,129861,7786.0,206471.0,7786.0
2000,IL,6,122689,105348,7242.0,235279.0,7242.0
2000,IL,7,30849,176299,4292.0,211440.0,4292.0
2000,IL,8,138364,104145,6926.0,249435.0,6926.0
2000,IL,9,59031,156193,9031.0,224255.0,9031.0
2000,IL,10,110283,130763,5628.0,246674.0,5628.0
2000,IL,11,109022,129787,6454.0,245263.0,6454.0
2000,IL,12,96116,123593,6365.0,226074.0,6365.0
2000,IL,13,171242,132380,8375.0,311997.0,8375.0
2000,IL,14,144424,109991,8062.0,262477.0,8062.0
2000,IL,15,127193,105920,8126.0,241239.0,8126.0
2000,IL,16,149919,117841,8794.0,276554.0,8794.0
2000,IL,17,113518,126981,7100.0,247599.0,7100.0
2000,IL,18,147812,115737,6760.0,270309.0,6760.0
2000,IL,19,136985,107982,6128.0,251095.0,6128.0
2000,IL,20,135681,119151,7135.0,261967.0,7135.0
2000,IN,1,81799,126069,2367.0,210235.0,2367.0
2000,IN,2,118948,87240,3580.0,209768.0,3580.0
2000,IN,3,116355,88272,2774.0,207401.0,2774.0
2000,IN,4,135865,73931,3281.0,213077.0,3281.0
2000,IN,5,135422,81302,3679.0,220403.0,3679.0
2000,IN,6,200333,84589,4252.0,289174.0,4252.0
2000,IN,7,133818,78231,3611.0,215660.0,3611.0
2000,IN,8,126011,92112,2979.0,221102.0,2979.0
2000,IN,9,136878,94989,3038.0,234905.0,3038.0
2000,IN,10,60407,95245,2971.0,158623.0,2971.0
2000,IA,1,118268,147279,9934.0,275481.0,9934.0
2000,IA,2,117021,132318,7798.0,257137.0,7798.0
2000,IA,3,125784,122176,9077.0,257037.0,9077.0
2000,IA,4,140535,134668,7143.0,282346.0,7143.0
2000,IA,5,132765,102076,7256.0,242097.0,7256.0
2000,KS,1,170262,72319,12078.0,254659.0,12078.0
2000,KS,2,137329,101640,12425.0,251394.0,12425.0
2000,KS,3,166667,133632,15111.0,315410.0,15111.0
2000,KS,4,148074,91685,10994.0,250753.0,10994.0
2000,KY,1,142082,99887,3954.0,245923.0,3954.0
2000,KY,2,166262,95443,4667.0,266372.0,4667.0
2000,KY,3,125184,139039,6811.0,271034.0,6811.0
2000,KY,4,156327,95069,6162.0,257558.0,6162.0
2000,KY,5,127446,92989,3244.0,223679.0,3244.0
2000,KY,6,155219,116496,7745.0,279460.0,7745.0
2000,LA,1,186243,97006,6881.0,290130.0,6881.0
2000,LA,2,39195,152830,3851.0,195876.0,3851.0
2000,LA,3,138794,116234,7766.0,262794.0,7766.0
2000,LA,4,124894,99566,5099.0,229559.0,5099.0
2000,LA,5,140834,91397,6865.0,239096.0,6865.0
2000,LA,6,151029,123384,6210.0,280623.0,6210.0
2000,LA,7,146882,111927,7666.0,266475.0,7666.0
2000,ME,1,148618,176293,24023.0,348934.0,24023.0
2000,ME,2,137998,143658,21200.0,302856.0,21200.0
2000,MD,1,140217,117820,8719.0,266756.0,8719.0
2000,MD,2,148962,111627,9251.0,269840.0,9251.0
2000,MD,3,80250,149644,8698.0,238592.0,8698.0
2000,MD,4,28438,178977,5119.0,212534.0,5119.0
2000,MD,5,112510,149191,7749.0,269450.0,7749.0
2000,MD,6,169879,112214,9315.0,291408.0,9315.0
2000,MD,7,23215,140865,4568.0,168648.0,4568.0
2000,MD,8,110356,183670,10940.0,304966.0,10940.0
2000,MA,1,83994,144582,26762.0,255338.0,26762.0
2000,MA,2,85359,145490,18854.0,249703.0,18854.0
2000,MA,3,95943,159357,18257.0,273557.0,18257.0
2000,MA,4,85670,178381,18209.0,282260.0,18209.0
2000,MA,5,96718,149789,19066.0,265573.0,19066.0
2000,MA,6,107274,173000,20815.0,301089.0,20815.0
2000,MA,7,81311,174884,19582.0,275777.0,19582.0
2000,MA,8,34979,129033,20008.0,184020.0,20008.0
2000,MA,9,81465,181527,19492.0,282484.0,19492.0
2000,MA,10,125789,180444,22918.0,329151.0,22918.0
2000,MI,1,156812,126568,10303.0,293683.0,10303.0
2000,MI,2,178794,115018,7004.0,300816.0,7004.0
2000,MI,3,169423,109410,7221.0,286054.0,7221.0
2000,MI,4,147302,124549,7224.0,279075.0,7224.0
2000,MI,5,117784,137385,5923.0,261092.0,5923.0
2000,MI,6,125796,111276,7134.0,244206.0,7134.0
2000,MI,7,130363,115996,6753.0,253112.0,6753.0
2000,MI,8,143578,153417,9169.0,306164.0,9169.0
2000,MI,9,123236,142311,6683.0,272230.0,6683.0
2000,MI,10,144587,143675,7631.0,295893.0,7631.0
2000,MI,11,154674,155870,7634.0,318178.0,7634.0
2000,MI,12,111692,138838,7284.0,257814.0,7284.0
2000,MI,13,101327,153051,8337.0,262715.0,8337.0
2000,MI,14,21403,172098,1975.0,195476.0,1975.0
2000,MI,15,19262,139570,2080.0,160912.0,2080.0
2000,MI,16,107676,131830,6508.0,246014.0,6508.0
2000,MN,1,137562,132727,17913.0,288202.0,17913.0
2000,MN,2,158071,118432,17077.0,293580.0,17077.0
2000,MN,3,170412,154997,16751.0,342160.0,16751.0
2000,MN,4,101741,157582,20207.0,279530.0,20207.0
2000,MN,5,76389,170176,25583.0,272148.0,25583.0
2000,MN,6,176703,169478,19825.0,366006.0,19825.0
2000,MN,7,149830,108950,20266.0,279046.0,20266.0
2000,MN,8,138951,155924,22088.0,316963.0,22088.0
2000,MS,1,129269,81815,3229.0,214313.0,3229.0
2000,MS,2,69429,105046,3167.0,177642.0,3167.0
2000,MS,3,138975,68542,2240.0,209757.0,2240.0
2000,MS,4,107233,86201,3523.0,196957.0,3523.0
2000,MS,5,128343,63360,3953.0,195656.0,3953.0
2000,MO,1,39990,156288,4112.0,200390.0,4112.0
2000,MO,2,165499,130905,6839.0,303243.0,6839.0
2000,MO,3,118593,130055,7488.0,256136.0,7488.0
2000,MO,4,158990,107701,6360.0,273051.0,6360.0
2000,MO,5,84603,144769,6264.0,235636.0,6264.0
2000,MO,6,146972,123389,7556.0,277917.0,7556.0
2000,MO,7,173749,97734,7025.0,278508.0,7025.0
2000,MO,8,139318,92043,5359.0,236720.0,5359.0
2000,MO,9,162127,128189,7822.0,298138.0,7822.0
2000,MT,AL,240178,137126,33693.0,410997.0,33693.0
2000,NE,1,142161,86773,12491.0,241425.0,12491.0
2000,NE,2,131886,89148,10578.0,231612.0,10578.0
2000,NE,3,159815,55859,8310.0,223984.0,8310.0
2000,NV,1,99196,127686,8929.0,235811.0,8929.0
2000,NV,2,202379,152292,15173.0,369844.0,15173.0
2000,NH,1,142114,132760,13555.0,288429.0,13555.0
2000,NH,2,131445,133588,1433.0,266466.0,1433.0
2000,NJ,1,76130,147886,8437.0,232453.0,8437.0
2000,NJ,2,105536,135690,7760.0,248986.0,7760.0
2000,NJ,3,125056,153121,9545.0,287722.0,9545.0
2000,NJ,4,117407,138233,10116.0,265756.0,10116.0
2000,NJ,5,146995,126970,10040.0,284005.0,10040.0
2000,NJ,6,82854,125102,9705.0,217661.0,9705.0
2000,NJ,7,107721,136337,8400.0,252458.0,8400.0
2000,NJ,8,78688,132013,6759.0,217460.0,6759.0
2000,NJ,9,76488,143883,6344.0,226715.0,6344.0
2000,NJ,10,22210,136896,2772.0,161878.0,2772.0
2000,NJ,11,156378,126748,10279.0,293405.0,10279.0
2000,NJ,12,140494,155814,12483.0,308791.0,12483.0
2000,NJ,13,40517,116791,4230.0,161538.0,4230.0
2000,NM,1,101178,104705,8849.0,214732.0,8849.0
2000,NM,2,95241,75695,5513.0,176449.0,5513.0
2000,NM,3,89751,106284,9688.0,205723.0,9688.0
2000,NY,1,114126,140275,12980.0,267381.0,12980.0
2000,NY,2,89583,125111,9796.0,224490.0,9796.0
2000,NY,3,115123,152108,10153.0,277384.0,10153.0
2000,NY,4,94318,147864,9015.0,251197.0,9015.0
2000,NY,5,83305,148740,8643.0,240688.0,8643.0
2000,NY,6,18258,148658,2827.0,169743.0,2827.0
2000,NY,7,37255,104297,5107.0,146659.0,5107.0
2000,NY,8,37600,170136,14185.0,221921.0,14185.0
2000,NY,9,51696,120475,6417.0,178588.0,6417.0
2000,NY,10,11999,154372,5116.0,171487.0,5116.0
2000,NY,11,11607,140287,5360.0,157254.0,5360.0
2000,NY,12,16575,103110,8127.0,127812.0,8127.0
2000,NY,13,86342,103603,6634.0,196579.0,6634.0
2000,NY,14,55349,173003,14151.0,242503.0,14151.0
2000,NY,15,10136,150560,7003.0,167699.0,7003.0
2000,NY,16,7965,122663,1433.0,132061.0,1433.0
2000,NY,17,17404,138318,3984.0,159706.0,3984.0
2000,NY,18,81890,133423,7901.0,223214.0,7901.0
2000,NY,19,120101,131985,12458.0,264544.0,12458.0
2000,NY,20,112232,141973,10796.0,265001.0,10796.0
2000,NY,21,98185,151230,14926.0,264341.0,14926.0
2000,NY,22,140133,124194,16717.0,281044.0,16717.0
2000,NY,23,115796,102750,11661.0,230207.0,11661.0
2000,NY,24,103632,103959,10514.0,218105.0,10514.0
2000,NY,25,106027,132612,12508.0,251147.0,12508.0
2000,NY,26,101446,124913,17467.0,243826.0,17467.0
2000,NY,27,147221,117608,13811.0,278640.0,13811.0
2000,NY,28,105917,133723,11973.0,251613.0,11973.0
2000,NY,29,103954,126421,13175.0,243550.0,13175.0
2000,NY,30,85819,145317,13246.0,244382.0,13246.0
2000,NY,31,124681,99880,11290.0,235851.0,11290.0
2000,NC,1,85805,109118,790.0,195713.0,790.0
2000,NC,2,138757,110754,1559.0,251070.0,1559.0
2000,NC,3,119575,73727,1444.0,194746.0,1444.0
2000,NC,4,157574,168360,2766.0,328700.0,2766.0
2000,NC,5,152474,90983,1820.0,245277.0,1820.0
2000,NC,6,169110,92121,1942.0,263173.0,1942.0
2000,NC,7,121966,108920,1487.0,232373.0,1487.0
2000,NC,8,115927,88678,1466.0,206071.0,1466.0
2000,NC,9,158843,104232,1923.0,264998.0,1923.0
2000,NC,10,162795,79993,1912.0,244700.0,1912.0
2000,NC,11,158394,106829,4387.0,269610.0,4387.0
2000,NC,12,89945,123979,1269.0,215193.0,1269.0
2000,ND,AL,174852,95284,18131.0,288267.0,18131.0
2000,OH,1,104892,111593,7316.0,223801.0,7316.0
2000,OH,2,188081,91175,8188.0,287444.0,8188.0
2000,OH,3,108751,114028,6557.0,229336.0,6557.0
2000,OH,4,148804,83337,7920.0,240061.0,7920.0
2000,OH,5,143702,98012,8263.0,249977.0,8263.0
2000,OH,6,136818,99471,9123.0,245412.0,9123.0
2000,OH,7,146294,99227,7702.0,253223.0,7702.0
2000,OH,8,167464,89364,7633.0,264461.0,7633.0
2000,OH,9,98449,129236,7068.0,234753.0,7068.0
2000,OH,10,98558,121551,11451.0,231560.0,11451.0
2000,OH,11,31916,164919,6202.0,203037.0,6202.0
2000,OH,12,139666,127079,7959.0,274704.0,7959.0
2000,OH,13,139381,130106,10731.0,280218.0,10731.0
2000,OH,14,100397,128790,9640.0,238827.0,9640.0
2000,OH,15,128190,111171,6581.0,245942.0,6581.0
2000,OH,16,129707,101890,9832.0,241429.0,9832.0
2000,OH,17,91618,140935,9751.0,242304.0,9751.0
2000,OH,18,122470,107802,10906.0,241178.0,10906.0
2000,OH,19,126051,136145,10745.0,272941.0,10745.0
2000,OK,1,140301,84583,2984.0,227868.0,2984.0
2000,OK,2,111770,97609,3441.0,212820.0,3441.0
2000,OK,3,110667,83545,2463.0,196675.0,2463.0
2000,OK,4,119496,73224,2169.0,194889.0,2169.0
2000,OK,5,151538,68199,2568.0,222305.0,2568.0
2000,OK,6,110166,66922,1982.0,179070.0,1982.0
2000,OR,1,144545,168358,18671.0,331574.0,18671.0
2000,OR,2,186788,108211,18320.0,313319.0,18320.0
2000,OR,3,87936,173019,21854.0,282809.0,21854.0
2000,OR,4,145738,129795,20368.0,295901.0,20368.0
2000,OR,5,148570,140959,17417.0,306946.0,17417.0
2000,PA,1,24389,156598,3209.0,184196.0,3209.0
2000,PA,2,22291,185537,3748.0,211576.0,3748.0
2000,PA,3,63562,133966,5117.0,202645.0,5117.0
2000,PA,4,125648,117458,6276.0,249382.0,6276.0
2000,PA,5,122604,79664,7374.0,209642.0,7374.0
2000,PA,6,114910,95024,7804.0,217738.0,7804.0
2000,PA,7,131087,138550,8214.0,277851.0,8214.0
2000,PA,8,128022,138605,8885.0,275512.0,8885.0
2000,PA,9,138938,69050,5078.0,213066.0,5078.0
2000,PA,10,122345,114303,9119.0,245767.0,9119.0
2000,PA,11,98903,104503,8793.0,212199.0,8793.0
2000,PA,12,110436,94782,6022.0,211240.0,6022.0
2000,PA,13,123049,155042,7377.0,285468.0,7377.0
2000,PA,14,79993,143004,7574.0,230571.0,7574.0
2000,PA,15,109495,114676,8756.0,232927.0,8756.0
2000,PA,16,148175,97689,6833.0,252697.0,6833.0
2000,PA,17,144956,89402,6387.0,240745.0,6387.0
2000,PA,18,101324,141096,7186.0,249606.0,7186.0
2000,PA,19,147828,85775,7114.0,240717.0,7114.0
2000,PA,20,110688,120895,6284.0,237867.0,6284.0
2000,PA,21,112340,110246,7924.0,230510.0,7924.0
2000,RI,1,60441,121686,12953.0,195080.0,12953.0
